x,y,z,type
-259.13919443040146,-88.13078079196092,0.0,0
-259.13919443040146,-71.31078079196092,0.0,0
-259.13919443040146,-54.49078079196092,0.0,0
-259.13919443040146,-37.67078079196092,0.0,0
-259.13919443040146,-20.850780791960922,0.0,0
-259.13919443040146,-4.030780791960922,0.0,0
-259.13919443040146,12.789219208039079,0.0,0
-259.13919443040146,29.60921920803908,0.0,0
-242.31919443040147,-104.95078079196091,0.0,0
-242.31919443040147,-88.13078079196092,0.0,0
-242.31919443040147,46.42921920803908,0.0,0
-242.31919443040147,63.24921920803908,0.0,0
-225.49919443040147,-121.7707807919609,0.0,0
-225.49919443040147,80.06921920803907,0.0,0
-208.67919443040148,-138.5907807919609,0.0,0
-208.67919443040148,96.88921920803907,0.0,0
-191.8591944304015,-155.4107807919609,0.0,0
-191.8591944304015,-138.5907807919609,0.0,0
-191.8591944304015,96.88921920803907,0.0,0
-175.0391944304015,-155.4107807919609,0.0,0
-175.0391944304015,113.70921920803906,0.0,0
-158.2191944304015,-155.4107807919609,0.0,0
-158.2191944304015,113.70921920803906,0.0,0
-141.3991944304015,-155.4107807919609,0.0,0
-141.3991944304015,113.70921920803906,0.0,0
-124.57919443040151,-155.4107807919609,0.0,0
-124.57919443040151,113.70921920803906,0.0,0
-107.75919443040152,-155.4107807919609,0.0,0
-107.75919443040152,113.70921920803906,0.0,0
-90.93919443040153,-155.4107807919609,0.0,0
-90.93919443040153,113.70921920803906,0.0,0
-74.11919443040154,-155.4107807919609,0.0,0
-74.11919443040154,113.70921920803906,0.0,0
-57.299194430401535,-138.5907807919609,0.0,0
-57.299194430401535,96.88921920803907,0.0,0
-40.479194430401535,-138.5907807919609,0.0,0
-40.479194430401535,80.06921920803907,0.0,0
-40.479194430401535,96.88921920803907,0.0,0
-23.659194430401534,-121.7707807919609,0.0,0
-23.659194430401534,63.24921920803908,0.0,0
-23.659194430401534,80.06921920803907,0.0,0
-6.839194430401534,-104.95078079196091,0.0,0
-6.839194430401534,-88.13078079196092,0.0,0
-6.839194430401534,46.42921920803908,0.0,0
-6.839194430401534,63.24921920803908,0.0,0
9.980805569598466,-71.31078079196092,0.0,0
9.980805569598466,-54.49078079196092,0.0,0
9.980805569598466,-37.67078079196092,0.0,0
9.980805569598466,-20.850780791960922,0.0,0
9.980805569598466,-4.030780791960922,0.0,0
9.980805569598466,12.789219208039079,0.0,0
9.980805569598466,29.60921920803908,0.0,0
