x,y,z,type
-97.99931518397392,307.5777547879525,0.0,default
-316.65931518397383,4.817754787952573,0.0,default
53.38068481602607,-331.5822452120473,0.0,default
-299.83931518397384,156.19775478795253,0.0,default
-400.7593151839738,-180.2022452120474,0.0,default
-30.719315183973933,-432.5022452120473,0.0,default
-283.01931518397384,-314.76224521204733,0.0,default
-333.4793151839738,-45.64224521204743,0.0,default
-350.2993151839738,21.637754787952574,0.0,default
-215.73931518397387,-247.48224521204736,0.0,default
53.38068481602607,-79.28224521204743,0.0,default
-232.55931518397387,21.637754787952574,0.0,default
288.860684816026,-96.10224521204742,0.0,default
-367.1193151839738,139.37775478795254,0.0,default
-232.55931518397387,72.09775478795257,0.0,default
-81.17931518397393,257.1177547879525,0.0,default
-451.2193151839738,-415.6822452120473,0.0,default
-182.09931518397389,-398.8622452120473,0.0,default
154.30068481602603,-297.94224521204734,0.0,default
272.040684816026,307.5777547879525,0.0,default
154.30068481602603,257.1177547879525,0.0,default
-451.2193151839738,-112.92224521204741,0.0,default
221.580684816026,-348.4022452120473,0.0,default
-468.03931518397377,189.83775478795252,0.0,default
-434.3993151839738,257.1177547879525,0.0,default
-283.01931518397384,-28.822245212047427,0.0,default
-165.2793151839739,-112.92224521204741,0.0,default
-148.4593151839739,-449.3222452120473,0.0,default
-97.99931518397392,-28.822245212047427,0.0,default
-215.73931518397387,-314.76224521204733,0.0,default
-131.6393151839739,-314.76224521204733,0.0,default
-148.4593151839739,72.09775478795257,0.0,default
-232.55931518397387,-45.64224521204743,0.0,default
288.860684816026,-382.0422452120473,0.0,default
-47.53931518397393,-112.92224521204741,0.0,default
137.48068481602604,21.637754787952574,0.0,default
-148.4593151839739,21.637754787952574,0.0,default
-198.91931518397388,38.457754787952574,0.0,default
19.740684816026068,-213.84224521204737,0.0,default
154.30068481602603,139.37775478795254,0.0,default
-232.55931518397387,-129.7422452120474,0.0,default
70.20068481602607,-45.64224521204743,0.0,default
-434.3993151839738,-415.6822452120473,0.0,default
53.38068481602607,-230.66224521204737,0.0,default
70.20068481602607,-62.46224521204743,0.0,default
-198.91931518397388,-79.28224521204743,0.0,default
-215.73931518397387,-281.12224521204735,0.0,default
70.20068481602607,88.91775478795256,0.0,default
-198.91931518397388,-314.76224521204733,0.0,default
-47.53931518397393,122.55775478795255,0.0,default
-182.09931518397389,139.37775478795254,0.0,default
-316.65931518397383,-264.30224521204735,0.0,default
36.56068481602607,257.1177547879525,0.0,default
-468.03931518397377,173.01775478795253,0.0,default
255.220684816026,88.91775478795256,0.0,default
272.040684816026,-281.12224521204735,0.0,default
288.860684816026,-79.28224521204743,0.0,default
-383.9393151839738,-163.3822452120474,0.0,default
-400.7593151839738,-129.7422452120474,0.0,default
204.76068481602601,-348.4022452120473,0.0,default
103.84068481602606,-281.12224521204735,0.0,default
221.580684816026,-79.28224521204743,0.0,default
-451.2193151839738,-247.48224521204736,0.0,default
221.580684816026,-264.30224521204735,0.0,default
-400.7593151839738,290.7577547879525,0.0,default
-350.2993151839738,-230.66224521204737,0.0,default
-30.719315183973933,-348.4022452120473,0.0,default
-350.2993151839738,156.19775478795253,0.0,default
-367.1193151839738,290.7577547879525,0.0,default
-64.35931518397393,290.7577547879525,0.0,default
-333.4793151839738,122.55775478795255,0.0,default
53.38068481602607,223.4777547879525,0.0,default
87.02068481602606,240.2977547879525,0.0,default
-249.37931518397386,189.83775478795252,0.0,default
255.220684816026,-96.10224521204742,0.0,default
137.48068481602604,-398.8622452120473,0.0,default
272.040684816026,223.4777547879525,0.0,default
-64.35931518397393,-432.5022452120473,0.0,default
-13.899315183973933,240.2977547879525,0.0,default
-97.99931518397392,-62.46224521204743,0.0,default
36.56068481602607,-62.46224521204743,0.0,default
171.12068481602603,156.19775478795253,0.0,default
-13.899315183973933,-163.3822452120474,0.0,default
-266.19931518397385,156.19775478795253,0.0,default
-182.09931518397389,122.55775478795255,0.0,default
-198.91931518397388,307.5777547879525,0.0,default
-97.99931518397392,-180.2022452120474,0.0,default
19.740684816026068,-12.002245212047427,0.0,default
-451.2193151839738,307.5777547879525,0.0,default
103.84068481602606,-129.7422452120474,0.0,default
-131.6393151839739,156.19775478795253,0.0,default
288.860684816026,-264.30224521204735,0.0,default
-64.35931518397393,-449.3222452120473,0.0,default
120.66068481602605,-12.002245212047427,0.0,default
-451.2193151839738,-96.10224521204742,0.0,default
204.76068481602601,-264.30224521204735,0.0,default
-13.899315183973933,-365.2222452120473,0.0,default
-232.55931518397387,-79.28224521204743,0.0,default
-434.3993151839738,4.817754787952573,0.0,default
-417.5793151839738,55.277754787952574,0.0,default
-81.17931518397393,-415.6822452120473,0.0,default
288.860684816026,-180.2022452120474,0.0,default
120.66068481602605,72.09775478795257,0.0,default
255.220684816026,122.55775478795255,0.0,default
-47.53931518397393,-432.5022452120473,0.0,default
187.94068481602602,21.637754787952574,0.0,default
87.02068481602606,-264.30224521204735,0.0,default
255.220684816026,240.2977547879525,0.0,default
-215.73931518397387,-398.8622452120473,0.0,default
272.040684816026,-432.5022452120473,0.0,default
137.48068481602604,307.5777547879525,0.0,default
154.30068481602603,273.9377547879525,0.0,default
-400.7593151839738,-12.002245212047427,0.0,default
-400.7593151839738,-197.02224521204738,0.0,default
-148.4593151839739,-314.76224521204733,0.0,default
-249.37931518397386,290.7577547879525,0.0,default
137.48068481602604,-62.46224521204743,0.0,default
-148.4593151839739,-331.5822452120473,0.0,default
171.12068481602603,-45.64224521204743,0.0,default
-47.53931518397393,21.637754787952574,0.0,default
-232.55931518397387,-348.4022452120473,0.0,default
2.9206848160260677,4.817754787952573,0.0,default
-198.91931518397388,-247.48224521204736,0.0,default
-81.17931518397393,55.277754787952574,0.0,default
288.860684816026,-28.822245212047427,0.0,default
-114.81931518397391,-197.02224521204738,0.0,default
36.56068481602607,-398.8622452120473,0.0,default
-283.01931518397384,-213.84224521204737,0.0,default
-182.09931518397389,-264.30224521204735,0.0,default
171.12068481602603,189.83775478795252,0.0,default
187.94068481602602,-365.2222452120473,0.0,default
-47.53931518397393,-12.002245212047427,0.0,default
-165.2793151839739,-415.6822452120473,0.0,default
2.9206848160260677,-281.12224521204735,0.0,default
-64.35931518397393,38.457754787952574,0.0,default
-131.6393151839739,21.637754787952574,0.0,default
-400.7593151839738,-146.5622452120474,0.0,default
103.84068481602606,-365.2222452120473,0.0,default
-367.1193151839738,-146.5622452120474,0.0,default
154.30068481602603,-96.10224521204742,0.0,default
187.94068481602602,-415.6822452120473,0.0,default
-451.2193151839738,-163.3822452120474,0.0,default
-148.4593151839739,-348.4022452120473,0.0,default
-400.7593151839738,122.55775478795255,0.0,default
-283.01931518397384,-348.4022452120473,0.0,default
36.56068481602607,173.01775478795253,0.0,default
36.56068481602607,-180.2022452120474,0.0,default
-114.81931518397391,257.1177547879525,0.0,default
-215.73931518397387,-12.002245212047427,0.0,default
-47.53931518397393,-180.2022452120474,0.0,default
-367.1193151839738,206.6577547879525,0.0,default
-451.2193151839738,72.09775478795257,0.0,default
154.30068481602603,105.73775478795255,0.0,default
-215.73931518397387,-382.0422452120473,0.0,default
-97.99931518397392,21.637754787952574,0.0,default
87.02068481602606,223.4777547879525,0.0,default
-299.83931518397384,-314.76224521204733,0.0,default
-468.03931518397377,-281.12224521204735,0.0,default
187.94068481602602,-12.002245212047427,0.0,default
137.48068481602604,-28.822245212047427,0.0,default
154.30068481602603,-348.4022452120473,0.0,default
171.12068481602603,38.457754787952574,0.0,default
-299.83931518397384,-432.5022452120473,0.0,default
-81.17931518397393,21.637754787952574,0.0,default
87.02068481602606,-129.7422452120474,0.0,default
238.400684816026,-197.02224521204738,0.0,default
238.400684816026,139.37775478795254,0.0,default
-215.73931518397387,-112.92224521204741,0.0,default
-299.83931518397384,-230.66224521204737,0.0,default
137.48068481602604,-112.92224521204741,0.0,default
238.400684816026,257.1177547879525,0.0,default
-350.2993151839738,257.1177547879525,0.0,default
-249.37931518397386,-45.64224521204743,0.0,default
2.9206848160260677,173.01775478795253,0.0,default
221.580684816026,-112.92224521204741,0.0,default
53.38068481602607,189.83775478795252,0.0,default
-400.7593151839738,257.1177547879525,0.0,default
53.38068481602607,-146.5622452120474,0.0,default
-64.35931518397393,-12.002245212047427,0.0,default
70.20068481602607,-382.0422452120473,0.0,default
-232.55931518397387,156.19775478795253,0.0,default
70.20068481602607,-79.28224521204743,0.0,default
-468.03931518397377,-297.94224521204734,0.0,default
255.220684816026,189.83775478795252,0.0,default
120.66068481602605,-213.84224521204737,0.0,default
-47.53931518397393,4.817754787952573,0.0,default
-266.19931518397385,307.5777547879525,0.0,default
-434.3993151839738,-432.5022452120473,0.0,default
-417.5793151839738,-213.84224521204737,0.0,default
-383.9393151839738,-197.02224521204738,0.0,default
255.220684816026,307.5777547879525,0.0,default
-417.5793151839738,-180.2022452120474,0.0,default
272.040684816026,-163.3822452120474,0.0,default
238.400684816026,206.6577547879525,0.0,default
-148.4593151839739,-163.3822452120474,0.0,default
-148.4593151839739,240.2977547879525,0.0,default
2.9206848160260677,-197.02224521204738,0.0,default
-215.73931518397387,-146.5622452120474,0.0,default
-182.09931518397389,-432.5022452120473,0.0,default
-283.01931518397384,156.19775478795253,0.0,default
-434.3993151839738,-297.94224521204734,0.0,default
-417.5793151839738,173.01775478795253,0.0,default
-283.01931518397384,-163.3822452120474,0.0,default
-114.81931518397391,-62.46224521204743,0.0,default
255.220684816026,-432.5022452120473,0.0,default
-114.81931518397391,72.09775478795257,0.0,default
-316.65931518397383,257.1177547879525,0.0,default
187.94068481602602,-398.8622452120473,0.0,default
-451.2193151839738,-297.94224521204734,0.0,default
-451.2193151839738,-432.5022452120473,0.0,default
53.38068481602607,240.2977547879525,0.0,default
-266.19931518397385,-146.5622452120474,0.0,default
-468.03931518397377,21.637754787952574,0.0,default
288.860684816026,21.637754787952574,0.0,default
255.220684816026,273.9377547879525,0.0,default
-215.73931518397387,-180.2022452120474,0.0,default
-417.5793151839738,122.55775478795255,0.0,default
-283.01931518397384,206.6577547879525,0.0,default
-165.2793151839739,-314.76224521204733,0.0,default
-30.719315183973933,240.2977547879525,0.0,default
-333.4793151839738,206.6577547879525,0.0,default
19.740684816026068,290.7577547879525,0.0,default
-97.99931518397392,173.01775478795253,0.0,default
70.20068481602607,-449.3222452120473,0.0,default
154.30068481602603,173.01775478795253,0.0,default
154.30068481602603,122.55775478795255,0.0,default
-350.2993151839738,-365.2222452120473,0.0,default
154.30068481602603,21.637754787952574,0.0,default
204.76068481602601,38.457754787952574,0.0,default
-383.9393151839738,173.01775478795253,0.0,default
2.9206848160260677,-365.2222452120473,0.0,default
-198.91931518397388,-62.46224521204743,0.0,default
103.84068481602606,-163.3822452120474,0.0,default
-131.6393151839739,-297.94224521204734,0.0,default
-64.35931518397393,21.637754787952574,0.0,default
-283.01931518397384,-112.92224521204741,0.0,default
288.860684816026,290.7577547879525,0.0,default
-13.899315183973933,173.01775478795253,0.0,default
288.860684816026,-197.02224521204738,0.0,default
-367.1193151839738,-314.76224521204733,0.0,default
-383.9393151839738,-180.2022452120474,0.0,default
-249.37931518397386,173.01775478795253,0.0,default
255.220684816026,-314.76224521204733,0.0,default
-215.73931518397387,-197.02224521204738,0.0,default
-13.899315183973933,-28.822245212047427,0.0,default
2.9206848160260677,88.91775478795256,0.0,default
-350.2993151839738,-79.28224521204743,0.0,default
-417.5793151839738,-432.5022452120473,0.0,default
120.66068481602605,307.5777547879525,0.0,default
